Elapsed Time,EMG_Isquio,EMG_Cuadriceps,EMG_GLMedio,EMG_AductorLargo,Angle
0.0,-0.00790619875587572,0.016890026540300848,-0.02160691941667812,0.061062512246582164,0.00046357946527044797
0.004000166479377367,-0.00515720134947204,0.01445632340296544,-0.022171312800875125,0.054785336478160605,0.07685673302258846
0.008000332958754734,0.08380615076752902,-0.14953157676774714,0.19530151225135914,-0.5590488045158511,0.37310175931009576
0.012000499438132101,-0.05972192741066655,0.10259193326635674,-0.13836371483529958,0.3810699680421929,0.8118339447724529
0.01600066591750947,-0.14652976848076138,0.28431072358061216,-0.3715456080099388,1.056499697132486,1.3693359263473879
0.020000832396886836,0.046966140845296676,-0.054621911524749635,0.07325362104408828,-0.21422276915951471,1.9756652001768622
0.024000998876264203,-0.03905208402796386,0.08768920093425854,-0.11432645799691547,0.3196572673385968,2.621818217051097
0.02800116535564157,0.007543337765475819,0.00023885255316349587,-0.0007067035047098447,0.023188845195294183,3.254365832514887
0.03200133183501894,-0.06484851690456507,0.10994093459305511,-0.13353252738483049,0.38842887997960945,3.8688822810314414
0.03600149831439631,0.007292322005560937,-0.015364652416195869,0.01756894876950629,-0.044586356300688586,4.429267038744675
0.04000166479377367,-0.03465215217886296,0.07370258700776518,-0.10341743300870634,0.2832154359802913,4.939267527515794
0.044001831273151035,-0.0012009337119160807,-0.006428819459892625,0.00465990622245145,-0.031038843726818147,5.375528963346695
0.048001997752528405,-0.028080571556126498,0.06272974625484633,-0.07936361709527022,0.2334547553001922,5.743522336915534
0.052002164231905776,-0.0019045205337318023,-0.003989972008356451,0.010532912492546604,-0.017914892706789934,6.028622172651918
0.05600233071128314,-0.030613530876687965,0.04850069569776862,-0.05794762216480431,0.16882381491193546,6.237747513032521
0.0600024971906605,-0.008922173882913066,0.0009185353100715526,0.010558844469708782,-0.017127681693742278,6.36558480285509
0.06400266367003787,-0.030197790931793745,0.03746380287864444,-0.04563475297307011,0.12139888204256258,6.421488105668231
0.06800283014941524,0.010303583542621649,-0.004225729724183206,0.012962090068569998,-0.015215019111517698,6.405551660126601
0.07200299662879261,-0.011027443839361684,0.024006377539644512,-0.026742073258008446,0.07830419477737775,6.325578916574621
0.07600316310816997,-0.010660661130045537,-0.004065217953912196,0.010218101322441548,-0.01724426136746003,6.18434595374632
0.08000332958754734,-0.0034687314765113417,0.008944740159017629,-0.010844141712054813,0.05101115060376534,5.990083256812413
0.08400349606692471,0.007466144519263652,-0.0026753776382065714,-0.00182308733044471,-0.00810722297736338,5.748132852111285
0.08800366254630207,-0.00035032180957772556,0.007457837127668812,-0.008737868018556676,0.014269206118966786,5.464501538160028
0.09200382902567944,0.0027658301306304834,-0.00651606786416121,0.0044453222486398065,-0.0031800019501399203,5.150528097700537
0.09600399550505681,0.003852044501944982,0.0016437684989711774,-0.0031712067759668274,0.00992393780772816,4.817096780618879
0.10000416198443418,0.0028213757228432146,-0.005121621079081219,0.009594812226336584,-0.024518391409746338,4.475599820671336
0.10400432846381155,-0.0039766986072101804,0.007187081649124668,-0.005542705986916337,0.017025281530526484,4.1355583602688375
0.10800449494318891,0.0035602177357076706,-0.005451006297790224,0.011354365397532467,-0.04089997304107042,3.8052220923064084
0.11200466142256628,-0.009860545900223137,0.009506800119048324,-0.01425913077181633,0.02409659454302043,3.4890406459061776
0.11600482790194365,0.017727819902221154,-0.015521765114272874,0.017905329292513938,-0.05269766992762976,3.1932587978005906
0.120004994381321,0.006338223323346489,0.012041398639332816,-0.011384833111493011,0.03372743697310214,2.918643386727489
0.12400516086069838,0.01325182741159515,-0.021105425275508842,0.01622187205241289,-0.05869746645336765,2.669839571189936
0.12800532734007575,-0.017229975733209484,0.011846171359218623,-0.024569550612700736,0.037975784759477896,2.4451976184407807
0.13200549381945312,0.004914763690365159,-0.02252313460520027,0.02447327754895546,-0.06524114082786774,2.2492262545935424
0.1360056602988305,-0.020354710164563614,0.008183971350604575,-0.011956767135239691,0.046748570427297395,2.077135425867971
0.14000582677820786,0.018984850165429397,-0.015647264853193073,0.024539079846634643,-0.048145184848843205,1.9311307731994332
0.14400599325758523,-0.0022358582123144315,0.01114468671030744,-0.003729523664738876,0.05983161382237636,1.8084434604606512
0.14800615973696257,-0.00037066043508843374,-0.013965948528187106,0.023374473868276457,-0.0775794488369312,1.7123341894898383
